c_custkey,c_name,c_address,c_nationkey,c_phone,c_acctbal,c_mktsegment,c_comment
14788,Customer#000014788,Yq1LqtU95UbtcFTF 0IghImMrKY52ZkVkH,9,19-485-349-5145,6198.5,FURNITURE,ep slyly among the sly theodol
14792,Customer#000014792,JNzUXG7sBK byynX79ZIi,3,13-376-162-4000,974.65,AUTOMOBILE,"sleep along the packages. even, final dependencies along the courts nag ironic"
14903,Customer#000014903,yy7CqJZUHm0a2JFmqfTuu3e,10,20-355-635-1323,6455.93,BUILDING,usly quickly regular foxes. attainments alongside of the pinto beans haggle according to the dog
14946,Customer#000014946,"ReTww13,eqQFIel H8WaL",3,13-281-474-7534,1532.82,AUTOMOBILE,"s. asymptotes wake thinly quickly pending courts. regular accounts use. final, ironic p"
15192,Customer#000015192,"SOXwjgll1N50,8XQlGorc6LtI,fB1wOCJz",17,27-908-957-2926,9580.17,MACHINERY," furiously express dinos wake blithely ironic, regular deposits. final accounts along the blithely ironic forge"
15309,Customer#000015309,"9a3RyG5rSvitIFj17z7Qj17lhy1yBZz1ZLTw,7L",23,33-201-281-9168,3208.8,FURNITURE,"f the accounts. final asymptotes among the ironic, special packages integrat"
15356,Customer#000015356,DjO0H51 x6QejUn2JpE8nq3xLYFX6THAMBDxi,14,24-221-254-9336,74.7,BUILDING,"s-- regular foxes sleep slyly about the requests. regular, unusual requests about the carefully even deposit"
15644,Customer#000015644,"QYKnG,ZkQECxApOW",4,14-240-516-4527,-497.59,AUTOMOBILE,s. carefully regular ideas haggle slyly across the furiously 
15657,Customer#000015657,"Ecdgkf9MUGWoKofW6R4FG,g",16,26-621-270-4283,391.79,AUTOMOBILE,ven deposits. furiously stealthy dependencies nag along the blithely spe
15870,Customer#000015870,DyunyBUll3pF3FpAXKCOS,22,32-364-629-4799,-881.45,AUTOMOBILE,ts nag fluffily. furiously spec
16006,Customer#000016006,4mH Bi0lUIyeVVE8iWgI99i0TN6ssi,17,27-852-717-9870,785.99,MACHINERY,fully pending frays nag above the slyly even ex
16073,Customer#000016073,DEhZ3fc8dn9w1,17,27-739-480-8127,3594.02,HOUSEHOLD, against the slyly final realms; slyly silent dependencies sleep furiously. accounts are blit
16201,Customer#000016201,QBBuqlrtHqZnLz,20,30-290-670-9014,9106.19,FURNITURE,e after the ironic dolphins. slyly even instructions alongside of the regular instr
16316,Customer#000016316,"kkR,Z9eghMZWJVEbB3XZygtkdLDufS,,",5,15-402-496-2128,2012.11,MACHINERY,c requests. carefully bold ideas haggle final requests. slyly bold deposits
16319,Customer#000016319,"qDGZFJo,ON,XOaOMBhhs 4qBXG,x8ap3kn60 4",11,21-646-164-6413,8468.81,HOUSEHOLD,e quickly excuses. slyly quiet requests wake blithely against the carefully regular plat
16354,Customer#000016354,"8hx768lmMwPC4v,l4MRT9oCfRufPIZFcaN",9,19-759-196-4090,3289.31,MACHINERY,special packages around the carefully quiet foxes sleep 
16407,Customer#000016407,tDiG3WrWEtcpuSI8,11,21-482-439-2459,7098.57,FURNITURE,fter the quickly even dolphins run always fluffily even foxes. p
16419,Customer#000016419,kXx6vpxyWG43JBw2fA6oo4dsD07QG67,23,33-579-503-3393,6855.83,HOUSEHOLD,y special deposits about the furiously regular accounts use
16431,Customer#000016431,p5doq4r1ka06B1gi4JVibOynVa2H,13,23-324-779-2437,5470.23,FURNITURE,sts. unusual instructions haggle fluffily. regular pinto bean
16579,Customer#000016579,64fI3F4TeseDdC6OZVGz090ezF,4,14-737-496-9367,6835.48,FURNITURE,s. silent pinto beans use against the ironic pinto beans: blithely pending theodolites wake.
16704,Customer#000016704,l0P0g3AZo5BZLpy9I2dsL9,9,19-168-474-2176,4377.49,BUILDING,s against the slyly sly request
16764,Customer#000016764,"Q99Nz70M15iQhGi,HYnzGpKcFb",24,34-137-638-2206,3001.64,BUILDING,unts above the express packages impress carefully after
16845,Customer#000016845,fxPXyzJ24i6b,9,19-907-187-9366,4935.66,MACHINERY, about the never final foxes: slyly regular deposits across the bold theodolites wake after the slyl
16918,Customer#000016918,ax2jomPdVK6pF2xaSya2,2,12-997-732-7749,-749.63,BUILDING,ndencies nag. slyly final dependencies cajole according to the pending excuses. 
16990,Customer#000016990,OpVoGwN9hrRyExQ8VV ,24,34-611-964-5907,720.39,BUILDING, furiously. even packages around the furiously pending theodolites sleep acco
17004,Customer#000017004,wP4AXcQPkHFRTYgOG,0,10-356-910-9029,-314.93,MACHINERY,inal excuses. quickly special sauter
17029,Customer#000017029,"iizN6C,jg5XuxNZ6s3S55M2DXQd JS25EDAQ",7,17-581-841-4338,285.94,AUTOMOBILE,elets cajole behind the slyly special packages
17075,Customer#000017075,MdXuS6F0num5GIHzE5deTXt6fwJpzG G1UtFMjD,19,29-192-916-4917,7696.54,HOUSEHOLD,"s. final, ironic accounts use slyly carefully bold accounts. final, reg"
17181,Customer#000017181,ep4xE7VS8GbmVhCHHhMgWQHuXse2iyOqq6J,18,28-241-553-4636,7249.04,FURNITURE,"the special, even pinto beans. pending, final packages along the pending foxes ha"
17423,Customer#000017423,"35lenT,s1PgK7BEO 8Vp",5,15-871-355-6538,3562.48,MACHINERY,sly regular ideas according to the carefully final requests s
17516,Customer#000017516,xRxIHfELkDAMrNzo,16,26-226-322-6479,8542.83,HOUSEHOLD,"ackages. regular packages are blithely slyly even ideas. ideas haggle regular, ironic dep"
17739,Customer#000017739,y5IAhx46z4RT7fsfwtw7gfVztODS,18,28-662-880-6033,255.84,FURNITURE, nag carefully special requests. pending theodolites wake s
17744,Customer#000017744,D8t3h4w2oyGYLT,23,33-399-321-4136,343.34,HOUSEHOLD,among the slow accounts. blithely unusual instructions boost. fluffily express pinto beans lose about the qu
17813,Customer#000017813,u3AiFsbK0Qyf AkndCgl2TxDY4d,22,32-531-139-7913,5680.66,HOUSEHOLD, instructions. slyly special ideas up the slyly busy deposits haggle fluffily ca
17847,Customer#000017847,"ylRgwCifID,fva0sBsk2e1Jy",1,11-822-806-1774,2608.26,FURNITURE, ideas use. bold accounts haggle quickly across the 
17883,Customer#000017883,5zEyu7JSctAAFXusgKjd414,7,17-458-274-2321,9355.83,AUTOMOBILE,"uternes. fluffily regular deposits cajole carefully silent pinto beans. ironic, regular packages haggle ca"
17898,Customer#000017898,fLNSL7koMb8f7DkBxh4Niyam05vH,16,26-918-972-8771,4407.3,BUILDING, daringly pending packages. asymptotes wake quickly. even theodolites a
17920,Customer#000017920,"i3FAjSg266J nXq1wFizqDVmViT8,n",22,32-794-323-1092,8264.41,MACHINERY,ely permanent ideas nag blithely alongside of the quickly ironic t
17946,Customer#000017946,"8fzfD9doJbgbxm0TgdypVf79BjjxezzChbVpcD,",18,28-522-285-8227,-143.41,AUTOMOBILE,ully among the furiously regul
18593,Customer#000018593,Ge6H7o7OndM7kL Gp0PbRXh,10,20-255-870-8275,7383.44,MACHINERY,gle carefully final theodolites. special somas sleep against the blithely
18650,Customer#000018650,J4YY3AduM2EJWPdLBhM7U,24,34-465-453-8954,9464.11,FURNITURE,lyly blithely ironic foxes. quickly brave accounts run accounts. silent accounts integra
18689,Customer#000018689,szXAoeYX0lm,20,30-595-257-8134,1507.22,HOUSEHOLD,"elieve blithely. unusual, silent "
18727,Customer#000018727,"BfvI7GgRCVb1kqR2s,ZSN0q5,j51",15,25-845-176-9703,1768.6,AUTOMOBILE,"sly even Tiresias are blithely final, regular packages. slyly ironi"
18923,Customer#000018923,mDFr26G6oK iu0z,9,19-454-549-6982,4059.45,BUILDING,haggle blithely above the blithely regular deposits. slyly si
18934,Customer#000018934,ZRJq29ix7V8FwQcCJijTGLbriIepIwfbzX,16,26-561-400-9464,4396.17,BUILDING,refully regular pearls. carefully express frets mold slyly c
19280,Customer#000019280," x48qXz6sY1p5,uAeEw8I MFPcet",23,33-181-541-6254,2357.24,FURNITURE,ress instructions. deposits cajole slyly special theodolites. slyly unus
19495,Customer#000019495,JL63mGBw 9,8,18-854-182-5144,-204.46,HOUSEHOLD,usly alongside of the ironic instructions. carefully bold packages are carefully ironic ideas. u
19524,Customer#000019524,e1ICwa3qvq9FMMI7XLCF7zR LlwWLthxzqs4,8,18-948-630-4781,7111.94,HOUSEHOLD,sits. quickly pending accounts mold blithely. carefully final deposits wake blithely. carefully special re
19679,Customer#000019679,JUkF40yYm7wRCTuh6mEC,21,31-518-275-5189,1509.35,FURNITURE,quick instructions. requests wake. sometimes final deposits nod deposits. 
19702,Customer#000019702,"TD3vEXryPqjtl,qmpYrJoX9oLAydrnkfN",20,30-874-303-1677,582.08,BUILDING, across the ironic packages use quietly furiously even accounts. blithely silent instructi
19814,Customer#000019814,eqUE4vlgzm CRm4ixbxd7jdo4ElhcMCz9td5K Tx,13,23-575-711-9148,-12.05,FURNITURE,gside of the unusual accounts. quietly final accounts of the furiously eve
19854,Customer#000019854,XqJF70fy4AteeV9INOIoQR6X,14,24-653-655-5332,3696.1,MACHINERY,s mold slyly among the furiously even d
20102,Customer#000020102,Bp U0q5U5ea5ShIprDnIJoJUox4q4vzNmqZ5,16,26-890-274-8580,5375.88,AUTOMOBILE,s wake furiously final asymptotes. carefully regular instructions haggle carefully across the slyly final de
20374,Customer#000020374,"N77EdaPadCfW5jON24UqmcQk,Jw",5,15-692-731-2934,4567.3,AUTOMOBILE,e carefully express theodolites. fluffily express theodolites poach slyly since the fluffily reg
20386,Customer#000020386,DbMcToAz7xi2Gh7jdwXMt,7,17-840-114-8126,5800.38,HOUSEHOLD,yly along the ruthlessly ironic deposits. fluffily unusual requests wake blithely blithely ironic escapad
20737,Customer#000020737,"1CcuC,1n1Gns97NeXO0OUAa",9,19-242-873-3133,7400.8,AUTOMOBILE,ronic excuses haggle. final sauternes haggle. quickly unusual platelets affix. careful
20784,Customer#000020784,GDefqszncl,2,12-505-944-9753,7737.92,HOUSEHOLD,ackages haggle slyly theodoli
20924,Customer#000020924,HqO9VQcAt wR8kkT,20,30-493-832-6854,9383.27,BUILDING,", express depths-- regular requests will cajole slyly even, "
20927,Customer#000020927,8XIL6tz6Lzrn59Iu9,3,13-962-896-1052,1827.44,HOUSEHOLD,ual instructions among the careful gift
20968,Customer#000020968,W1jiy0Ls3O9NZNezPv5JiGt,22,32-986-675-7496,2264.89,FURNITURE,"slyly. regular epitaphs cajole carefully foxes. special, bold packages are across the carefully regular platele"
20973,Customer#000020973,"BUUQ6UP1TQZfDCcoUSVVV,",12,22-294-190-6790,6998.86,AUTOMOBILE,"al frets wake slyly about the special, ironic d"
20982,Customer#000020982,rCtOTphpBi6v RwMwwCqSjUaYJaegTRyuTGlBd,15,25-230-556-5881,-237.74,FURNITURE,es cajole slyly against the tith
21149,Customer#000021149,Fp8993P7YXBUPenejYA,20,30-358-851-1368,4600.81,MACHINERY,"furiously. carefully thin asymptotes haggle blithely ironic, silent packages. "
21211,Customer#000021211,oCbVg1Kf0v,7,17-696-357-4107,8154.11,MACHINERY,fily express accounts boost since the
21298,Customer#000021298,"17CQQu,wMh9YSeyr9o8LBIfYCR dE4",2,12-440-945-5597,6288.95,MACHINERY,es mold furiously boldly final realms; bold packages nag carefully deposits. furiously eve
21327,Customer#000021327,"Gv64X9dC5pnzDVg89qKlTUeVkK8,v8v",8,18-113-215-7793,6007.61,BUILDING,fluffily above the final instructions. blithely even packages
21356,Customer#000021356,EG81oZ9WeiBnOgdMgQxScv3Fl9JKUmbEXymFN,13,23-295-715-7712,8085.6,FURNITURE,"e carefully express instructions. silent, regular decoys ar"
21371,Customer#000021371,V1Pgkk9tfbYRRJ7Kpn8yo8BU2ZltczHhOI,11,21-578-406-2627,-42.8,BUILDING,less accounts whithout the furiously regular asymptote
21493,Customer#000021493,6qvo0RnUvvWvxjMPw52ZnL,15,25-189-567-3252,1848.45,AUTOMOBILE,"alongside of the pinto beans. slyly final accounts nag permanent, bold deposits. blithely dogge"
21947,Customer#000021947,UXHTm65C 4sIBiFe zOWXfX0wEgVdnlG,12,22-784-871-7835,8606,MACHINERY,near the bold requests. quickly f
22000,Customer#000022000,RvEAxesBPAyCUqoeYTg0N itjNCQTLus,15,25-111-125-2799,6585.23,MACHINERY,"tructions wake slyly ironic dolphins. ironic, bold deposits among the sly"
22021,Customer#000022021,fQ5 qmEtSWD,6,16-172-924-5821,1296.81,AUTOMOBILE, accounts engage slyly. carefully express pinto beans across the pending forges are across the
22121,Customer#000022121,3kMfagJ3vONe axVEyLt6TEsR4s9UuxqCt,6,16-509-947-8409,2216.14,HOUSEHOLD,ithely. slyly even sauternes cajole furiously fluffily regular instruction
22256,Customer#000022256,q BVaESuBzrNyP,1,11-703-997-6684,6556.52,MACHINERY,"fluffily blithely even requests. ironic, pending packages x-ray silent requests. regul"
22283,Customer#000022283,97GhLfHvgMBQmNyfijbm28mQMaDm5LtUaU,10,20-159-419-5317,1033.27,MACHINERY, wake. slyly unusual ideas cajole against the deposits. blithely regular dependencies sleep blithely. even reque
22657,Customer#000022657,3a L9gC6CLTSF,22,32-472-486-6757,2512.83,FURNITURE,e across the quickly silent deposits. platelets across the even accounts wake boldly special theodol
22895,Customer#000022895,vyjdS A267Uoih39 4PLloJqVnCR9,15,25-973-962-3307,5052.57,MACHINERY,es. slyly even accounts haggle blithe
22907,Customer#000022907,nwyAY5Ov8dpVqmNXrpQtb,11,21-174-851-7108,9856.73,FURNITURE,carefully among the requests. pending theodolites in
22918,Customer#000022918,MokhKf6M0IcBrt Pw8VHygwhmPShJeB,20,30-689-216-8555,3484.33,MACHINERY,e blithely ironic deposits. blithely s
23138,Customer#000023138,"cs,xmfZ1rTC5Zy2p3KuIXLwmyLviR5EWbOO",10,20-940-921-8290,2586.37,BUILDING,"pinto beans affix fluffily ironic pinto beans. special, silent ideas wake ironically sly packages. final instructio"
23178,Customer#000023178,Ttoj 0xaZtc1vWKmlLeJYvPR vkNkTa,15,25-442-110-2101,6224.52,BUILDING,lly final theodolites? dogged theodolites are furiously. foxes
23183,Customer#000023183,khzzAX m3rMXXtdc0TLPhTT2,5,15-339-190-5643,280.52,HOUSEHOLD, wake deposits. even asymptotes use carefully. fluffily ironic instructions int
23312,Customer#000023312,"qREBZ,yeTo9Z3PlEjLZqK N,lusbVyCewjs",13,23-114-702-4423,6130.92,AUTOMOBILE,ideas sleep quickly requests; special requests haggle quickly despite the fluff
23389,Customer#000023389,",yQvrd0OB58uTrfgzIazj010ievO7",22,32-545-199-8179,4117.78,FURNITURE,"the bold, bold pinto beans. fluffily even frets might nod slyly against the slyly eve"
23734,Customer#000023734,"bB,WjkT,UKTCqRCiJq938XI8uqj7o3ukSA",24,34-987-361-6020,2422.54,BUILDING,e furiously final deposits. fluffily express instructions about the express theodolites wake slyly among th
23824,Customer#000023824,9EpDIPk2BcWRzHolKFXtEFKWBhZzyjR3,21,31-959-996-4692,9228.02,BUILDING,foxes use. ironic requests after
23911,Customer#000023911,YxuqYTkB7PtyMxS0pco6vlQtWj,6,16-198-913-9885,5301.98,FURNITURE, slyly final excuses could have to use bravely alongside of the furiously regul
24044,Customer#000024044,"8jER,imrnC8rQeU04BKBU xPsh",16,26-978-938-9574,6885.75,FURNITURE,pendencies haggle slyly along the final instructions? r
24112,Customer#000024112,nmYCACTSvwR5LciE6bEiXrWyV5r,22,32-508-110-4389,1866.07,AUTOMOBILE," the fluffily pending packages. slyly silent instructions sleep carefully pinto beans. special, silent platelets "
24133,Customer#000024133,"vvSe,11Gep5um2sZAMqInjClimvb4F7qhAKi",22,32-397-777-5882,920.8,FURNITURE,sits haggle carefully about the even accounts. ironic theodolites sleep 
24188,Customer#000024188,ZkE0hp50A0Py3UPVJFhOXz1I  E3QG 3nhV,9,19-100-217-4861,8970.32,HOUSEHOLD,ccounts above the slyly silent deposits detect against the slyly fi
24224,Customer#000024224,h gHrTxyN3CYG9d9xXSFanyQ9Gg,24,34-494-477-3923,4568.55,MACHINERY,"ect alongside of the regular, unusual pinto beans. deposits nag carefully slyly pending platelets. carefully spe"
24346,Customer#000024346,MgQGs7D2LVdTL1uWkPaxIixOv,13,23-972-297-1618,-235.06,MACHINERY,de of the furiously ironic packages. instructions across the carefully ironic accounts cajole caref
24372,Customer#000024372,ok9lDMR2296dVWSPe2Nl5zZC6m0HqHXAbq,2,12-408-870-3864,4852.72,AUTOMOBILE,"e regular, regular foxes. regular packages nag slyly regular foxes? requests wake quickly among the quickly"
24391,Customer#000024391,"7M,nw5xRFYizDi0Z55ntrivV",24,34-205-700-1852,-886.62,HOUSEHOLD,. carefully special pinto beans ca
24437,Customer#000024437,Qsw4VQiLAQY6wIdIiZ,19,29-439-153-1594,8749.27,AUTOMOBILE,ests thrash blithely. blithely re
24450,Customer#000024450,"u,DDrHkN d44jrSzxd",6,16-500-278-9710,9101.13,FURNITURE,atelets wake unusual requests. regular deposits cajole furiously along the carefully silent foxes. quickly pen
24492,Customer#000024492,w5apTV6FCmahTy81,3,13-728-968-5230,7733.81,FURNITURE,nal pinto beans sleep alongside of 
24529,Customer#000024529,zTthmKpGZ4g9KSCgnAYtW WunQJrKW nBrAsT,9,19-664-930-9959,1218.12,AUTOMOBILE,"nal deposits haggle carefully stealthy, ironic requests"
24557,Customer#000024557,6KcCbcAx1z OEpAoXyMOgBqfoTuKhTiPkcW7pIJ,18,28-657-866-8883,3585.9,BUILDING,e of the deposits cajole furiously quickly final 
24608,Customer#000024608,dobbI0kZoisJPjsz,3,13-722-345-9069,5424.12,BUILDING,express platelets. packages use slyly. thinly 
24655,Customer#000024655,Y4KfGB4YjM2U0bKpmZmQqEEf VMS1aD7hvM,13,23-482-360-7468,428.15,AUTOMOBILE,s among the requests haggle blithely according to the requests. slyly regular asymptotes ar
24977,Customer#000024977,"PXp,NItJSDGxSa2n EWOYS8xQGutxhSew4",6,16-830-125-8319,5232.64,BUILDING,tly-- express packages might are carefully. blithely ironic requests run. slyly furious 
25058,Customer#000025058,"fNt0LmwNdaM,7aGOJSUK4Nxq6j2wtw",23,33-133-356-1373,8219.16,MACHINERY,"s instructions. even, even instructions above the instructions"
25223,Customer#000025223,"UD59x8eNCp98qQutKewrwqc,Hdv0l7n",22,32-192-186-6177,407.14,FURNITURE,quests cajole along the blith
25295,Customer#000025295,YsYoDszWMNEKkemiyEEbAUCqBMGZzpIZjyS,14,24-454-745-2214,4080.51,FURNITURE," wake carefully: special, final dolphins should sublate about the closely regular deposits. accounts sleep "
25320,Customer#000025320,r1DWjLW9bfNiBtVPUb,19,29-827-931-5120,9998.35,FURNITURE,"he pending, regular ideas are slyly according to th"
25717,Customer#000025717,x zmhqR8nViq7liif5dCO9Iqs5CB7,10,20-284-260-8166,9977.2,BUILDING,"ts cajole among the bold, ironic theodolites. s"
25929,Customer#000025929,WNbXVimCYihM8DNXb1nae8yTywlpaHwqq3uS3 d,21,31-394-510-1879,5231.91,AUTOMOBILE,us accounts haggle slyly! accounts are carefully unusual deposits. brave packages are along the slyly
25965,Customer#000025965,WKlKmkqqTE,15,25-213-967-4281,2451.08,FURNITURE,ial requests wake quickly bold realms. boldly regular fo
26071,Customer#000026071,g4NkIsvUCHkaJFxZbl0qyQRWcY,1,11-737-536-5344,6964.06,HOUSEHOLD,"sly according to the regular requests-- final, reg"
26184,Customer#000026184,Qij lg5P6LR8cnd2Q ,6,16-458-163-1345,2842.99,BUILDING,"ut the regular accounts sleep about the blithely final requests. express, final accounts are. carefully b"
26212,Customer#000026212,Gq43J5FQXCqiVJp,5,15-612-314-5253,2608.17,FURNITURE,"l foxes about the silent, regular packages thrash carefully carefully regular foxes. regular, regular pinto beans t"
26355,Customer#000026355,"Y9GUGX82PRJMTtq2q7EuNZ3o,dWrY7Fsk",22,32-259-381-3522,1518.28,MACHINERY,structions. carefully even requests can 
26402,Customer#000026402,IeX2QYPTmnOGoAWJhjQmANg,23,33-456-218-7292,3486.22,AUTOMOBILE, regular packages cajole carefully. bold deposits haggle fluffily r
26413,Customer#000026413,"EhlOeLY7oagqCj52 qiyhcGYhWAwpr q3Z7,LNN",14,24-159-229-1576,7900.03,FURNITURE,ongside of the furiously regular platelets
26966,Customer#000026966,xSJGPBwNw8lEbLq5Ve2zDWPovu2lPL9QV,20,30-693-926-8902,1343.95,BUILDING,"n packages. special, express packages detect. silent packages around the furiousl"
